3.8	0.180
3.9	0.108
4.0	0.087
4.1	0.097
4.2	0.093
4.3	0.119
4.4	0.102
4.5	0.156
4.6	0.092
4.7	0.091
4.8	0.223
4.9	0.171
5.0	0.132
5.1	0.084
5.2	0.062
5.3	0.076
5.4	0.136
5.5	0.143
5.6	0.113
5.7	0.147
5.8	0.127
5.9	0.170
6.0	0.134
6.1	0.096
6.2	0.122
6.3	0.124
6.4	0.082
6.5	0.071
6.6	0.069
6.7	0.061
6.8	0.068
6.9	0.091
7.0	0.114
7.1	0.131
7.2	0.126
7.3	0.109
7.4	0.088
7.5	0.119
7.6	0.142
7.7	0.144
7.8	0.134
7.9	0.114
8.0	0.088
8.0	0.221
8.1	0.162
8.2	0.078
8.3	0.070
8.4	0.069
8.5	0.087
8.6	0.117
8.7	0.109
8.8	0.084
8.9	0.075
9.0	0.085
9.1	0.096
9.2	0.088
9.3	0.084
9.4	0.127
9.5	0.259
9.6	0.306
9.7	0.238
9.8	0.130
9.9	0.091
10.0	0.125
10.1	0.190
10.2	0.207
10.3	0.216
10.4	0.263
10.5	0.273
10.6	0.189
10.7	0.120
10.8	0.143
10.9	0.190
11.0	0.182
11.1	0.144
11.2	0.125
11.3	0.113
11.4	0.084
11.5	0.068
11.6	0.081
11.7	0.122
11.8	0.142
11.9	0.134
12.0	0.128
12.0	0.092
12.1	0.098
12.2	0.097
12.3	0.093
12.4	0.080
12.5	0.068
12.6	0.067
12.7	0.073
12.8	0.079
12.9	0.077
13.0	0.068
13.1	0.060
13.2	0.065
13.3	0.084
13.4	0.104
13.5	0.104
13.6	0.086
13.7	0.071
13.8	0.065
13.9	0.069
14.0	0.076
14.1	0.074
14.2	0.059
14.3	0.049
14.4	0.050
14.5	0.058
14.6	0.060
14.7	0.056
14.8	0.053
14.9	0.056
15.0	0.063
15.1	0.074
15.2	0.090
15.3	0.100
15.4	0.098
15.5	0.103
15.6	0.116
15.7	0.140
15.8	0.165
15.9	0.175
16.0	0.165
16.1	0.142
16.2	0.119
16.3	0.104
16.4	0.095
16.5	0.084
16.6	0.075
16.7	0.074
16.8	0.090
16.9	0.125
17.0	0.147
17.1	0.145
17.2	0.128
17.3	0.111
17.4	0.102
17.5	0.098
17.6	0.096
17.7	0.096
17.8	0.096
17.9	0.094
18.0	0.088
18.1	0.080
18.2	0.076
18.3	0.080
18.4	0.096
18.5	0.124
18.6	0.153
18.7	0.147
18.8	0.117
18.9	0.098
19.0	0.095
19.1	0.103
19.2	0.118
19.3	0.140
19.4	0.168
19.5	0.192
19.6	0.207
19.7	0.206
19.8	0.192
19.9	0.174
20.0	0.158
20.1	0.151
20.2	0.149
20.3	0.144
20.4	0.133
20.5	0.121
20.6	0.112
20.7	0.109
20.8	0.112
20.9	0.119
21.0	0.126
